age,workclass,occupation,hours.per.week,income,age_groups,Education Level
48,Private,Other-service,40,<=50K,41-50,School Level
47,Private,Craft-repair,50,>50K,41-50,School Level
34,Private,Exec-managerial,65,>50K,31-40,College Level
27,Private,Sales,40,<=50K,21-30,Associate
24,Private,Craft-repair,40,<=50K,21-30,College Level
24,Private,Handlers-cleaners,30,<=50K,21-30,School Level
25,Private,Machine-op-inspct,40,<=50K,21-30,College Level
36,Private,Sales,40,<=50K,31-40,Associate
38,Federal-gov,Adm-clerical,45,<=50K,31-40,School Level
57,Private,Transport-moving,40,<=50K,51-60,School Level
24,Private,Farming-fishing,50,>50K,21-30,College Level
41,State-gov,Tech-support,40,<=50K,41-50,School Level
56,State-gov,Craft-repair,60,>50K,51-60,Associate
19,Private,Adm-clerical,40,<=50K,17-20,School Level
44,Private,Other-service,32,<=50K,41-50,School Level
34,Private,Craft-repair,40,<=50K,31-40,Associate
25,Private,Exec-managerial,40,<=50K,21-30,College Level
27,State-gov,Tech-support,40,<=50K,21-30,School Level
22,Private,Prof-specialty,40,<=50K,21-30,School Level
34,Private,Transport-moving,50,<=50K,31-40,School Level
30,Private,Transport-moving,65,>50K,21-30,School Level
21,Private,Adm-clerical,38,<=50K,17-20,College Level
24,Private,Handlers-cleaners,40,<=50K,21-30,College Level
35,Private,Sales,50,>50K,31-40,College Level
32,Private,Craft-repair,40,<=50K,31-40,Associate
45,Private,Adm-clerical,45,<=50K,41-50,College Level
30,Private,Adm-clerical,40,<=50K,21-30,School Level
28,Self-emp-not-inc,Craft-repair,55,<=50K,21-30,College Level
28,Self-emp-not-inc,Sales,5,<=50K,21-30,College Level
29,Private,Adm-clerical,44,<=50K,21-30,School Level
60,Private,Craft-repair,40,<=50K,51-60,College Level
28,Private,Sales,40,<=50K,21-30,Associate
38,Federal-gov,Exec-managerial,40,<=50K,31-40,College Level
31,Private,Craft-repair,50,>50K,31-40,School Level
28,Private,Other-service,35,>50K,21-30,College Level
42,Private,Other-service,23,<=50K,41-50,College Level
40,Local-gov,Other-service,40,>50K,31-40,School Level
24,Private,Other-service,40,<=50K,21-30,College Level
37,Self-emp-inc,Exec-managerial,60,>50K,31-40,College Level
36,Private,Craft-repair,40,<=50K,31-40,School Level
39,Private,Exec-managerial,40,<=50K,31-40,College Level
22,Private,Other-service,35,<=50K,21-30,School Level
28,Private,Prof-specialty,43,<=50K,21-30,College Level
34,Private,Adm-clerical,40,<=50K,31-40,College Level
42,Private,Sales,43,<=50K,41-50,College Level
43,Private,Craft-repair,40,<=50K,41-50,School Level
35,Private,Sales,40,<=50K,31-40,School Level
39,Private,Craft-repair,40,<=50K,31-40,Associate
39,Private,Craft-repair,40,<=50K,31-40,School Level
37,Self-emp-not-inc,Transport-moving,45,<=50K,31-40,School Level
63,Self-emp-not-inc,Farming-fishing,60,>50K,61-70,School Level
48,Private,Machine-op-inspct,40,<=50K,41-50,School Level
33,Private,Adm-clerical,40,<=50K,31-40,School Level
39,Private,Adm-clerical,40,>50K,31-40,School Level
43,Private,Exec-managerial,40,>50K,41-50,College Level
28,Private,Craft-repair,40,<=50K,21-30,School Level
24,State-gov,Prof-specialty,20,<=50K,21-30,College Level
48,Private,Transport-moving,40,<=50K,41-50,School Level
35,Private,Other-service,40,<=50K,31-40,College Level
62,Private,Transport-moving,40,<=50K,61-70,School Level
42,Self-emp-not-inc,Exec-managerial,40,<=50K,41-50,College Level
50,Private,Exec-managerial,50,>50K,41-50,School Level
40,Private,Exec-managerial,40,<=50K,31-40,College Level
39,Local-gov,Craft-repair,40,<=50K,31-40,School Level
43,Local-gov,Protective-serv,40,<=50K,41-50,School Level
35,Private,Craft-repair,38,<=50K,31-40,School Level
39,Private,Exec-managerial,45,>50K,31-40,College Level
30,Local-gov,Protective-serv,40,>50K,21-30,College Level
32,Private,Sales,65,<=50K,31-40,College Level
18,Private,Adm-clerical,40,<=50K,17-20,College Level
37,Private,Sales,40,<=50K,31-40,Associate
26,Private,Adm-clerical,40,<=50K,21-30,College Level
51,Private,Craft-repair,42,<=50K,51-60,School Level
33,Private,Sales,45,<=50K,31-40,College Level
46,Private,Craft-repair,44,>50K,41-50,College Level
40,Private,Exec-managerial,50,>50K,31-40,Associate
34,Private,Craft-repair,48,<=50K,31-40,Associate
29,Private,Machine-op-inspct,40,<=50K,21-30,School Level
47,Self-emp-not-inc,Other-service,35,<=50K,41-50,College Level
45,Private,Adm-clerical,30,<=50K,41-50,School Level
53,Private,Craft-repair,35,<=50K,51-60,School Level
52,Self-emp-not-inc,Exec-managerial,40,<=50K,51-60,Masters
64,Private,Farming-fishing,40,>50K,61-70,School Level
42,Private,Exec-managerial,45,>50K,41-50,Masters
44,Private,Tech-support,44,>50K,41-50,College Level
53,Local-gov,Exec-managerial,43,>50K,51-60,Masters
25,Private,Craft-repair,35,<=50K,21-30,School Level
20,Private,Other-service,40,<=50K,17-20,School Level
29,Private,Priv-house-serv,40,<=50K,21-30,Associate
56,Private,Craft-repair,40,<=50K,51-60,School Level
56,Private,Sales,35,<=50K,51-60,School Level
62,Private,Sales,40,<=50K,61-70,School Level
28,Self-emp-not-inc,Prof-specialty,60,<=50K,21-30,College Level
24,Private,Sales,40,<=50K,21-30,College Level
65,Private,Adm-clerical,34,<=50K,61-70,College Level
40,Private,Handlers-cleaners,30,<=50K,31-40,School Level
31,Private,Prof-specialty,40,<=50K,31-40,College Level
20,Private,Sales,30,<=50K,17-20,School Level
30,Local-gov,Adm-clerical,40,<=50K,21-30,College Level
25,Private,Exec-managerial,45,<=50K,21-30,College Level
22,Private,Other-service,40,<=50K,21-30,School Level
56,Private,Exec-managerial,50,>50K,51-60,College Level
51,Private,Other-service,32,<=50K,51-60,School Level
36,Self-emp-not-inc,Farming-fishing,60,<=50K,31-40,School Level
28,Private,Craft-repair,40,<=50K,21-30,School Level
33,Self-emp-not-inc,Sales,65,<=50K,31-40,College Level
39,Private,Machine-op-inspct,40,<=50K,31-40,School Level
56,Private,Prof-specialty,40,>50K,51-60,College Level
27,Private,Exec-managerial,40,>50K,21-30,College Level
17,Private,Priv-house-serv,40,<=50K,,School Level
28,Private,Prof-specialty,40,<=50K,21-30,School Level
42,Private,Adm-clerical,25,<=50K,41-50,Masters
39,Private,Adm-clerical,40,<=50K,31-40,College Level
21,Private,Prof-specialty,10,<=50K,17-20,College Level
36,Private,Adm-clerical,40,<=50K,31-40,College Level
56,Private,Machine-op-inspct,40,<=50K,51-60,School Level
49,Private,Craft-repair,40,<=50K,41-50,School Level
44,Private,Adm-clerical,40,<=50K,41-50,College Level
40,Private,Other-service,45,<=50K,31-40,School Level
62,Private,Farming-fishing,48,<=50K,61-70,School Level
25,Private,Other-service,40,<=50K,21-30,School Level
63,Self-emp-inc,Prof-specialty,70,>50K,61-70,Masters
25,Private,Adm-clerical,40,<=50K,21-30,School Level
27,Private,Sales,40,<=50K,21-30,School Level
48,Federal-gov,Adm-clerical,30,<=50K,41-50,College Level
32,Private,Transport-moving,40,<=50K,31-40,School Level
36,Private,Sales,45,<=50K,31-40,College Level
30,Self-emp-not-inc,Craft-repair,40,<=50K,21-30,School Level
45,State-gov,Exec-managerial,40,<=50K,41-50,Masters
27,Private,Transport-moving,50,<=50K,21-30,School Level
41,Private,Other-service,37,<=50K,41-50,College Level
61,Private,Other-service,40,<=50K,61-70,School Level
70,Self-emp-inc,Exec-managerial,55,<=50K,61-70,College Level
55,Private,Machine-op-inspct,40,<=50K,51-60,School Level
35,Private,Other-service,45,<=50K,31-40,College Level
36,Private,Handlers-cleaners,38,<=50K,31-40,Associate
29,Private,Tech-support,60,<=50K,21-30,College Level
30,Private,Other-service,40,<=50K,21-30,College Level
18,Private,Other-service,20,<=50K,17-20,School Level
28,Private,Transport-moving,40,<=50K,21-30,School Level
27,Private,Exec-managerial,45,<=50K,21-30,College Level
38,Private,Machine-op-inspct,40,<=50K,31-40,School Level
33,Private,Craft-repair,40,<=50K,31-40,School Level
25,Private,Transport-moving,40,>50K,21-30,School Level
38,Private,Other-service,40,<=50K,31-40,School Level
23,Private,Farming-fishing,45,<=50K,21-30,College Level
40,Private,Prof-specialty,40,<=50K,31-40,Associate
20,Private,Sales,20,<=50K,17-20,College Level
41,Private,Machine-op-inspct,48,<=50K,41-50,School Level
44,Private,Adm-clerical,38,<=50K,41-50,College Level
49,Self-emp-inc,Adm-clerical,40,>50K,41-50,College Level
22,Private,Adm-clerical,40,<=50K,21-30,Associate
26,Private,Adm-clerical,40,<=50K,21-30,College Level
47,Private,Craft-repair,40,<=50K,41-50,Associate
48,Private,Other-service,25,<=50K,41-50,School Level
28,Self-emp-inc,Exec-managerial,40,<=50K,21-30,School Level
44,Private,Prof-specialty,40,<=50K,41-50,College Level
36,Private,Exec-managerial,15,<=50K,31-40,Masters
77,Private,Machine-op-inspct,30,<=50K,71-80,School Level
21,Private,Other-service,35,<=50K,17-20,School Level
24,Private,Adm-clerical,40,<=50K,21-30,College Level
30,Private,Tech-support,40,<=50K,21-30,Associate
51,Local-gov,Adm-clerical,50,<=50K,51-60,Associate
22,Private,Sales,30,<=50K,21-30,College Level
23,Private,Sales,25,<=50K,21-30,College Level
17,Private,Sales,20,<=50K,,School Level
48,Private,Other-service,50,>50K,41-50,College Level
43,Private,Exec-managerial,40,>50K,41-50,College Level
34,Private,Craft-repair,40,<=50K,31-40,School Level
19,Private,Adm-clerical,35,<=50K,17-20,School Level
42,State-gov,Exec-managerial,40,<=50K,41-50,College Level
23,Private,Exec-managerial,40,<=50K,21-30,College Level
61,Self-emp-not-inc,Prof-specialty,50,>50K,61-70,College Level
63,Private,Other-service,30,<=50K,61-70,School Level
65,Private,Sales,40,<=50K,61-70,School Level
41,Local-gov,Tech-support,40,>50K,41-50,Associate
21,Private,Sales,40,<=50K,17-20,School Level
48,Local-gov,Adm-clerical,35,<=50K,41-50,College Level
43,Private,Sales,55,<=50K,41-50,College Level
56,Self-emp-not-inc,Craft-repair,60,<=50K,51-60,College Level
47,Private,Adm-clerical,40,<=50K,41-50,School Level
26,Private,Adm-clerical,24,<=50K,21-30,College Level
39,Private,Other-service,24,<=50K,31-40,College Level
45,Self-emp-not-inc,Farming-fishing,75,<=50K,41-50,College Level
49,Private,Other-service,40,<=50K,41-50,School Level
23,Private,Handlers-cleaners,30,<=50K,21-30,School Level
69,Private,Adm-clerical,36,<=50K,61-70,School Level
41,Federal-gov,Exec-managerial,60,>50K,41-50,Masters
40,Self-emp-not-inc,Exec-managerial,40,<=50K,31-40,School Level
25,Private,Machine-op-inspct,40,<=50K,21-30,School Level
52,Private,Handlers-cleaners,40,<=50K,51-60,School Level
50,Federal-gov,Craft-repair,40,>50K,41-50,Associate
21,Private,Tech-support,30,<=50K,17-20,Associate
48,Private,Sales,40,>50K,41-50,College Level
27,Private,Prof-specialty,42,>50K,21-30,College Level
63,Private,Craft-repair,30,<=50K,61-70,School Level
47,State-gov,Prof-specialty,40,>50K,41-50,Masters
58,Private,Adm-clerical,40,<=50K,51-60,School Level
41,Private,Sales,51,<=50K,41-50,College Level
67,Self-emp-inc,Sales,40,<=50K,61-70,College Level
62,Self-emp-not-inc,Sales,48,<=50K,61-70,School Level
28,Private,Handlers-cleaners,40,>50K,21-30,College Level
26,Private,Handlers-cleaners,40,<=50K,21-30,School Level
46,Self-emp-not-inc,Prof-specialty,65,>50K,41-50,College Level
29,Private,Craft-repair,40,<=50K,21-30,School Level
39,Private,Craft-repair,40,>50K,31-40,College Level
25,Private,Prof-specialty,35,<=50K,21-30,Masters
20,Private,Sales,35,<=50K,17-20,College Level
21,Private,Adm-clerical,40,<=50K,17-20,College Level
25,Private,Prof-specialty,50,<=50K,21-30,College Level
44,Self-emp-inc,Prof-specialty,50,>50K,41-50,College Level
37,Private,Adm-clerical,38,<=50K,31-40,School Level
29,Private,Adm-clerical,40,<=50K,21-30,School Level
18,Private,Sales,21,<=50K,17-20,College Level
32,Private,Exec-managerial,40,<=50K,31-40,College Level
58,Private,Adm-clerical,60,<=50K,51-60,Associate
50,Private,Craft-repair,40,>50K,41-50,School Level
29,Private,Other-service,18,<=50K,21-30,College Level
58,Private,Exec-managerial,60,>50K,51-60,School Level
29,State-gov,Other-service,40,<=50K,21-30,College Level
36,Private,Transport-moving,45,>50K,31-40,School Level
21,Private,Craft-repair,35,<=50K,17-20,School Level
49,Private,Exec-managerial,40,<=50K,41-50,School Level
60,Private,Prof-specialty,50,<=50K,51-60,Masters
30,Private,Sales,48,<=50K,21-30,College Level
64,Local-gov,Transport-moving,20,<=50K,61-70,School Level
29,Self-emp-inc,Prof-specialty,40,<=50K,21-30,Associate
42,Private,Craft-repair,50,<=50K,41-50,School Level
55,Private,Sales,40,<=50K,51-60,School Level
43,Private,Transport-moving,45,<=50K,41-50,School Level
28,Private,Sales,40,<=50K,21-30,School Level
46,State-gov,Tech-support,38,>50K,41-50,Associate
34,Private,Machine-op-inspct,40,<=50K,31-40,School Level
43,Self-emp-not-inc,Exec-managerial,40,<=50K,41-50,Masters
24,Private,Adm-clerical,25,<=50K,21-30,College Level
21,Private,Craft-repair,40,<=50K,17-20,School Level
65,Private,Craft-repair,40,>50K,61-70,College Level
20,Private,Other-service,40,<=50K,17-20,College Level
31,State-gov,Adm-clerical,25,<=50K,31-40,Masters
22,Private,Sales,40,<=50K,21-30,College Level
20,Private,Prof-specialty,20,<=50K,17-20,College Level
44,Private,Sales,60,<=50K,41-50,College Level
44,Local-gov,Prof-specialty,40,<=50K,41-50,Masters
41,Private,Prof-specialty,60,>50K,41-50,Masters
21,Private,Other-service,25,<=50K,17-20,College Level
24,Private,Sales,30,<=50K,21-30,College Level
24,Private,Prof-specialty,45,<=50K,21-30,Masters
28,Private,Adm-clerical,40,<=50K,21-30,School Level
39,Private,Exec-managerial,35,<=50K,31-40,College Level
24,Local-gov,Protective-serv,40,<=50K,21-30,School Level
50,Private,Prof-specialty,35,>50K,41-50,School Level
68,Private,Adm-clerical,40,<=50K,61-70,College Level
31,State-gov,Prof-specialty,50,<=50K,31-40,Masters
22,Private,Craft-repair,40,<=50K,21-30,School Level
25,Private,Machine-op-inspct,40,<=50K,21-30,School Level
28,Private,Sales,40,<=50K,21-30,College Level
17,Local-gov,Adm-clerical,15,<=50K,,School Level
20,Private,Sales,36,<=50K,17-20,School Level
45,Federal-gov,Adm-clerical,40,>50K,41-50,Associate
57,Private,Craft-repair,40,<=50K,51-60,School Level
22,Private,Protective-serv,24,<=50K,21-30,College Level
41,Private,Other-service,40,<=50K,41-50,School Level
51,Self-emp-inc,Exec-managerial,40,<=50K,51-60,College Level
46,Local-gov,Prof-specialty,40,<=50K,41-50,College Level
52,Private,Machine-op-inspct,38,<=50K,51-60,School Level
50,Private,Sales,40,>50K,41-50,College Level
26,Self-emp-inc,Adm-clerical,50,<=50K,21-30,College Level
17,Private,Sales,12,<=50K,,School Level
64,Private,Exec-managerial,40,<=50K,61-70,College Level
51,Private,Tech-support,40,>50K,51-60,School Level
28,Self-emp-not-inc,Prof-specialty,35,<=50K,21-30,School Level
51,Private,Adm-clerical,40,<=50K,51-60,College Level
48,Private,Other-service,32,<=50K,41-50,College Level
44,Private,Other-service,40,>50K,41-50,College Level
47,Private,Other-service,40,<=50K,41-50,School Level
52,Private,Craft-repair,40,<=50K,51-60,School Level
58,Private,Adm-clerical,39,<=50K,51-60,College Level
19,Private,Other-service,40,<=50K,17-20,School Level
40,Private,Tech-support,40,>50K,31-40,College Level
23,Private,Adm-clerical,40,<=50K,21-30,College Level
31,Private,Other-service,40,<=50K,31-40,College Level
40,Local-gov,Exec-managerial,40,>50K,31-40,Associate
48,Self-emp-inc,Sales,38,>50K,41-50,College Level
46,Private,Exec-managerial,50,>50K,41-50,Masters
50,Private,Craft-repair,40,<=50K,41-50,School Level
18,Private,Machine-op-inspct,37,<=50K,17-20,School Level
26,Private,Exec-managerial,30,<=50K,21-30,Masters
36,Private,Sales,20,<=50K,31-40,College Level
19,Private,Sales,15,<=50K,17-20,College Level
54,Private,Sales,41,<=50K,51-60,College Level
29,Private,Adm-clerical,6,<=50K,21-30,College Level
37,Private,Prof-specialty,38,>50K,31-40,Masters
40,Private,Transport-moving,50,>50K,31-40,Associate
36,Private,Adm-clerical,40,<=50K,31-40,College Level
18,Private,Adm-clerical,30,<=50K,17-20,School Level
44,State-gov,Tech-support,40,<=50K,41-50,School Level
36,Private,Other-service,35,<=50K,31-40,School Level
69,State-gov,Prof-specialty,50,>50K,61-70,Masters
17,Private,Prof-specialty,7,<=50K,,School Level
38,Private,Craft-repair,40,>50K,31-40,Associate
27,Private,Machine-op-inspct,40,<=50K,21-30,School Level
52,Private,Exec-managerial,40,<=50K,51-60,Associate
24,Private,Sales,35,<=50K,21-30,Associate
57,Private,Exec-managerial,40,<=50K,51-60,College Level
19,Private,Machine-op-inspct,40,<=50K,17-20,School Level
38,Private,Craft-repair,50,<=50K,31-40,School Level
21,Private,Prof-specialty,40,>50K,17-20,School Level
29,Private,Adm-clerical,40,<=50K,21-30,College Level
26,Private,Farming-fishing,70,<=50K,21-30,School Level
28,Private,Farming-fishing,55,<=50K,21-30,School Level
26,Private,Sales,40,<=50K,21-30,College Level
49,Private,Other-service,40,<=50K,41-50,College Level
28,Private,Exec-managerial,55,<=50K,21-30,College Level
57,Federal-gov,Other-service,40,<=50K,51-60,College Level
60,Private,Transport-moving,40,<=50K,51-60,School Level
38,Private,Adm-clerical,42,<=50K,31-40,School Level
60,Private,Adm-clerical,40,<=50K,51-60,College Level
44,Federal-gov,Craft-repair,40,<=50K,41-50,School Level
19,Self-emp-not-inc,Other-service,25,<=50K,17-20,College Level
59,Private,Craft-repair,35,<=50K,51-60,Masters
50,Private,Other-service,40,<=50K,41-50,School Level
35,Federal-gov,Craft-repair,40,>50K,31-40,College Level
46,Federal-gov,Machine-op-inspct,40,<=50K,41-50,College Level
18,Private,Sales,35,<=50K,17-20,College Level
32,Private,Machine-op-inspct,40,<=50K,31-40,School Level
32,Private,Other-service,40,<=50K,31-40,Associate
39,Private,Craft-repair,40,>50K,31-40,School Level
25,Private,Craft-repair,40,<=50K,21-30,School Level
36,Private,Other-service,37,<=50K,31-40,Associate
56,Private,Sales,40,>50K,51-60,College Level
35,Federal-gov,Adm-clerical,40,>50K,31-40,College Level
56,Private,Adm-clerical,41,<=50K,51-60,School Level
17,Private,Other-service,14,<=50K,,School Level
56,Private,Adm-clerical,40,<=50K,51-60,School Level
61,State-gov,Craft-repair,40,<=50K,61-70,School Level
25,Private,Sales,43,<=50K,21-30,College Level
27,Private,Machine-op-inspct,40,<=50K,21-30,School Level
50,Self-emp-not-inc,Farming-fishing,30,<=50K,41-50,School Level
33,Self-emp-not-inc,Farming-fishing,62,<=50K,31-40,Associate
38,Private,Farming-fishing,60,<=50K,31-40,College Level
51,Private,Machine-op-inspct,40,<=50K,51-60,School Level
27,Private,Sales,42,<=50K,21-30,Associate
49,Local-gov,Prof-specialty,16,<=50K,41-50,Masters
26,Private,Machine-op-inspct,40,<=50K,21-30,School Level
42,Private,Exec-managerial,60,>50K,41-50,Masters
38,Private,Adm-clerical,40,<=50K,31-40,College Level
48,Private,Other-service,40,>50K,41-50,School Level
30,Private,Other-service,40,<=50K,21-30,School Level
25,State-gov,Prof-specialty,50,<=50K,21-30,College Level
50,Private,Sales,40,>50K,41-50,College Level
54,Self-emp-inc,Exec-managerial,36,>50K,51-60,School Level
37,Private,Craft-repair,40,<=50K,31-40,School Level
17,Private,Sales,24,<=50K,,School Level
57,Private,Other-service,38,<=50K,51-60,School Level
33,Private,Other-service,20,<=50K,31-40,School Level
41,Self-emp-not-inc,Craft-repair,65,<=50K,41-50,Masters
45,Private,Other-service,40,<=50K,41-50,College Level
50,Private,Sales,48,<=50K,41-50,School Level
18,Private,Sales,25,<=50K,17-20,School Level
19,Private,Adm-clerical,20,<=50K,17-20,College Level
26,Private,Prof-specialty,40,<=50K,21-30,College Level
41,Private,Prof-specialty,40,>50K,41-50,College Level
29,Private,Craft-repair,50,<=50K,21-30,School Level
27,Private,Craft-repair,40,<=50K,21-30,College Level
35,Private,Adm-clerical,38,<=50K,31-40,School Level
22,Private,Adm-clerical,40,<=50K,21-30,School Level
25,Private,Priv-house-serv,24,<=50K,21-30,School Level
26,Private,Sales,50,<=50K,21-30,School Level
27,Local-gov,Protective-serv,40,<=50K,21-30,School Level
51,Private,Craft-repair,40,<=50K,51-60,School Level
45,Private,Exec-managerial,40,>50K,41-50,School Level
60,Private,Sales,40,<=50K,51-60,School Level
35,Private,Exec-managerial,55,>50K,31-40,College Level
24,Private,Machine-op-inspct,40,<=50K,21-30,School Level
40,Local-gov,Craft-repair,40,<=50K,31-40,School Level
52,Self-emp-inc,Adm-clerical,40,>50K,51-60,College Level
38,Private,Craft-repair,35,<=50K,31-40,School Level
18,Private,Sales,49,<=50K,17-20,School Level
24,Private,Machine-op-inspct,40,<=50K,21-30,Associate
52,Private,Exec-managerial,60,<=50K,51-60,College Level
21,Private,Machine-op-inspct,44,<=50K,17-20,School Level
64,Self-emp-not-inc,Craft-repair,8,<=50K,61-70,College Level
25,Private,Exec-managerial,40,<=50K,21-30,College Level
34,Federal-gov,Adm-clerical,50,>50K,31-40,Masters
39,Self-emp-not-inc,Farming-fishing,50,<=50K,31-40,School Level
26,Private,Handlers-cleaners,52,<=50K,21-30,School Level
19,Private,Farming-fishing,25,<=50K,17-20,School Level
35,Private,Exec-managerial,50,>50K,31-40,School Level
26,Private,Prof-specialty,40,<=50K,21-30,Masters
38,Private,Other-service,35,<=50K,31-40,School Level
45,Private,Machine-op-inspct,65,<=50K,41-50,College Level
18,Private,Other-service,28,<=50K,17-20,School Level
51,Private,Adm-clerical,63,<=50K,51-60,College Level
36,Private,Other-service,28,<=50K,31-40,School Level
37,Private,Exec-managerial,60,>50K,31-40,College Level
39,Federal-gov,Adm-clerical,40,>50K,31-40,School Level
21,Private,Other-service,40,<=50K,17-20,College Level
33,Private,Sales,35,<=50K,31-40,School Level
23,Private,Adm-clerical,40,<=50K,21-30,College Level
52,Self-emp-not-inc,Sales,40,<=50K,51-60,School Level
28,Private,Adm-clerical,40,<=50K,21-30,School Level
23,State-gov,Prof-specialty,40,<=50K,21-30,College Level
48,Self-emp-inc,Exec-managerial,40,>50K,41-50,College Level
17,Private,Sales,20,<=50K,,School Level
22,Self-emp-not-inc,Prof-specialty,3,<=50K,21-30,College Level
40,Private,Craft-repair,40,<=50K,31-40,School Level
90,Private,Exec-managerial,40,<=50K,81-90,School Level
28,Private,Sales,40,<=50K,21-30,School Level
44,Private,Transport-moving,40,<=50K,41-50,School Level
43,Private,Machine-op-inspct,40,>50K,41-50,School Level
49,Federal-gov,Exec-managerial,40,>50K,41-50,College Level
27,Private,Tech-support,50,<=50K,21-30,College Level
60,Self-emp-not-inc,Craft-repair,40,<=50K,51-60,School Level
33,Private,Machine-op-inspct,40,<=50K,31-40,School Level
53,Self-emp-not-inc,Craft-repair,50,>50K,51-60,School Level
19,Private,Sales,40,<=50K,17-20,College Level
28,Self-emp-not-inc,Farming-fishing,40,<=50K,21-30,School Level
22,Private,Handlers-cleaners,20,<=50K,21-30,Associate
48,Self-emp-not-inc,Transport-moving,60,<=50K,41-50,School Level
19,Private,Other-service,25,<=50K,17-20,College Level
58,Private,Sales,40,<=50K,51-60,College Level
19,Self-emp-not-inc,Craft-repair,25,<=50K,17-20,College Level
22,Private,Craft-repair,40,<=50K,21-30,College Level
52,Self-emp-not-inc,Prof-specialty,50,>50K,51-60,College Level
31,Private,Machine-op-inspct,50,<=50K,31-40,College Level
62,Private,Craft-repair,40,<=50K,61-70,School Level
26,Private,Prof-specialty,50,<=50K,21-30,College Level
64,State-gov,Adm-clerical,24,<=50K,61-70,School Level
38,Private,Craft-repair,40,<=50K,31-40,College Level
28,Self-emp-not-inc,Exec-managerial,40,<=50K,21-30,School Level
19,Private,Other-service,52,<=50K,17-20,School Level
39,Private,Machine-op-inspct,10,<=50K,31-40,School Level
50,Private,Craft-repair,40,>50K,41-50,School Level
39,Self-emp-inc,Prof-specialty,40,>50K,31-40,Masters
36,Private,Tech-support,40,<=50K,31-40,College Level
39,Private,Handlers-cleaners,49,<=50K,31-40,Associate
51,Self-emp-inc,Sales,25,<=50K,51-60,Associate
28,Private,Other-service,32,<=50K,21-30,School Level
57,Self-emp-not-inc,Prof-specialty,30,>50K,51-60,College Level
40,Local-gov,Prof-specialty,40,<=50K,31-40,College Level
27,Private,Sales,40,<=50K,21-30,College Level
49,State-gov,Exec-managerial,44,<=50K,41-50,School Level
34,Self-emp-not-inc,Other-service,40,<=50K,31-40,School Level
24,Private,Machine-op-inspct,40,<=50K,21-30,School Level
54,Private,Machine-op-inspct,40,<=50K,51-60,School Level
52,Private,Craft-repair,45,<=50K,51-60,School Level
43,Private,Handlers-cleaners,25,<=50K,41-50,School Level
35,Private,Machine-op-inspct,46,<=50K,31-40,College Level
56,Private,Transport-moving,30,<=50K,51-60,School Level
30,Private,Craft-repair,40,<=50K,21-30,School Level
54,Private,Other-service,40,<=50K,51-60,School Level
35,Private,Sales,50,<=50K,31-40,College Level
32,Private,Adm-clerical,40,<=50K,31-40,College Level
44,Self-emp-inc,Exec-managerial,60,>50K,41-50,College Level
32,Private,Other-service,10,<=50K,31-40,School Level
60,Private,Adm-clerical,40,<=50K,51-60,School Level
40,Private,Other-service,45,<=50K,31-40,College Level
50,Private,Machine-op-inspct,40,<=50K,41-50,School Level
58,Private,Handlers-cleaners,50,>50K,51-60,School Level
41,Private,Craft-repair,45,>50K,41-50,School Level
28,Private,Sales,40,>50K,21-30,School Level
53,Private,Adm-clerical,35,<=50K,51-60,School Level
45,Private,Sales,40,<=50K,41-50,School Level
23,Private,Handlers-cleaners,30,<=50K,21-30,School Level
25,Private,Sales,50,<=50K,21-30,College Level
40,Self-emp-not-inc,Craft-repair,35,>50K,31-40,College Level
28,Private,Exec-managerial,60,<=50K,21-30,College Level
27,Private,Transport-moving,40,<=50K,21-30,School Level
19,Local-gov,Adm-clerical,15,<=50K,17-20,College Level
24,Private,Handlers-cleaners,25,<=50K,21-30,School Level
38,Private,Prof-specialty,40,<=50K,31-40,College Level
24,State-gov,Adm-clerical,40,<=50K,21-30,Masters
18,Private,Other-service,7,<=50K,17-20,School Level
58,Private,Exec-managerial,40,<=50K,51-60,School Level
35,Private,Prof-specialty,44,>50K,31-40,Masters
43,Private,Machine-op-inspct,20,<=50K,41-50,School Level
24,Private,Sales,40,<=50K,21-30,School Level
63,Private,Farming-fishing,40,<=50K,61-70,School Level
40,Private,Machine-op-inspct,40,<=50K,31-40,School Level
21,Private,Other-service,20,<=50K,17-20,College Level
20,State-gov,Other-service,40,<=50K,17-20,College Level
47,Federal-gov,Craft-repair,40,<=50K,41-50,School Level
48,Self-emp-inc,Craft-repair,36,<=50K,41-50,School Level
35,State-gov,Exec-managerial,40,>50K,31-40,College Level
46,Private,Farming-fishing,20,<=50K,41-50,College Level
18,Private,Other-service,25,<=50K,17-20,School Level
28,Self-emp-not-inc,Prof-specialty,50,>50K,21-30,College Level
20,Private,Other-service,20,<=50K,17-20,School Level
28,Private,Transport-moving,40,<=50K,21-30,School Level
57,Private,Sales,40,<=50K,51-60,School Level
56,Private,Craft-repair,40,<=50K,51-60,School Level
33,Private,Craft-repair,40,<=50K,31-40,School Level
19,Private,Handlers-cleaners,40,<=50K,17-20,School Level
29,Private,Machine-op-inspct,40,<=50K,21-30,School Level
30,Private,Craft-repair,55,<=50K,21-30,College Level
53,Local-gov,Prof-specialty,57,<=50K,51-60,College Level
25,Private,Priv-house-serv,40,<=50K,21-30,School Level
44,State-gov,Protective-serv,38,<=50K,41-50,School Level
22,Private,Handlers-cleaners,28,<=50K,21-30,College Level
40,Private,Craft-repair,40,<=50K,31-40,School Level
